Epoch,Loss
1,0.2083904907975458
2,0.05264212678936601
3,0.042517893660531506
4,0.037410429447852944
5,0.034869938650306735
6,0.031190081799591454
7,0.028799284253578403
8,0.028065848670756257
9,0.026762985685071905
10,0.026396625766871077
11,0.026107873210633948
12,0.026221267893660728
13,0.025465439672801286
14,0.024157055214723736
15,0.02301462167689165
16,0.021824642126789084
17,0.02230081799590959
18,0.02243548057259685
19,0.020759509202453962
20,0.02090848670756673
21,0.01942167689161568
22,0.020286503067484602
23,0.01975531697341506
24,0.019249999999999975
25,0.018730999999999644
26,0.018234969325153325
27,0.018481492842535904
28,0.018376073619632026
29,0.018685378323108334
30,0.017547034764826067
31,0.016911247443762812
32,0.017097034764825932
33,0.01675695296523505
34,0.016952862985684908
35,0.01724652351738252
36,0.017710122699386304
37,0.017508895705521464
38,0.01685143149284264
39,0.01623476482617582
40,0.015531697341513167
41,0.016115644171779193
42,0.016365235173824016
43,0.015244274028629955
44,0.01553527607361957
45,0.014458997955010102
46,0.015399284253578826
47,0.01505787321063407
48,0.014762372188138992
49,0.014260020449897767
50,0.014201329243353605
51,0.014064314928425525
52,0.014436809815950887
53,0.013839059304703458
54,0.014878732106339443
55,0.013984764826175595
56,0.013584662576687006
57,0.013331901840490948
58,0.01382341513292418
59,0.013355930470347718
60,0.013964723926380304
61,0.013409202453987619
62,0.014199795501022527
63,0.013782719836400942
64,0.013856339468302748
65,0.013128834355828213
66,0.012895501022494971
67,0.013134560327198331
68,0.013295398773005965
69,0.012640184049079961
70,0.012446728016360074
71,0.012742024539877321
72,0.012336400817995797
73,0.012362372188138909
74,0.012737627811860948
75,0.013145092024539931
76,0.012430470347648262
77,0.012491513292433788
78,0.012215337423312945
79,0.01250950920245409
80,0.012128118609406983
81,0.012680470347648137
82,0.011392842535787222
83,0.012411042944785332
84,0.011981492842535819
85,0.011854089979550134
86,0.012337218813906044
87,0.011668916155419068
88,0.011894274028629755
89,0.011425357873210477
90,0.011973312883435634
91,0.011384764826175689
92,0.011322188139059199
93,0.011453680981594936
94,0.01215470347648265
95,0.012281901840490677
96,0.011388343558282091
97,0.012048568507157206
98,0.011497750511247247
99,0.011807464212678696
100,0.011097955010225004
101,0.011669222903885371
102,0.0115571574642126
103,0.011528936605316892
104,0.01115644171779158
105,0.011558588957055157
106,0.011591104294478372
107,0.010939366053169633
108,0.01045858895705523
109,0.011106134969325337
110,0.011243967280163587
111,0.011228323108384437
112,0.010581083844580811
113,0.011740184049079594
114,0.011334458077709442
115,0.011065132924335568
116,0.01068149284253567
117,0.011118200408997931
118,0.011310633946830212
119,0.01119580777096129
120,0.011310940695296645
121,0.010967382413088044
122,0.01104110429447866
123,0.010924948875255771
124,0.01144304703476468
125,0.011225357873210716
126,0.01142177914110442
127,0.010919120654396895
128,0.011217382413087994
129,0.011113394683026448
130,0.010767382413087896
131,0.010831901840490616
132,0.010131707317073252
